Tool,ID,Title,Description,IaC,Category,Provider,Severity,Query Document,Related Document
Terrascan,AC_AWS_0233,"Security Groups - Unrestricted Specific Ports - SaltStack Master (TCP,4505)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0234,"Security Groups - Unrestricted Specific Ports - Elasticsearch (TCP,9200)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0235,"Security Groups - Unrestricted Specific Ports - Elasticsearch (TCP,9300)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0236,"Security Groups - Unrestricted Specific Ports - SaltStack Master (TCP,4506)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0237,"Security Groups - Unrestricted Specific Ports - CIFS / SMB (TCP,3020)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0238,"Security Groups - Unrestricted Specific Ports - Cassandra OpsCenter agent (TCP,61621)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0239,"Security Groups - Unrestricted Specific Ports - Cassandra (TCP,7001)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0240,"Security Groups - Unrestricted Specific Ports - Hadoop Name Node (TCP,9000)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0241,"Security Groups - Unrestricted Specific Ports - Known internal web port (TCP,8000)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0242,"Security Groups - Unrestricted Specific Ports - Known internal web port (TCP,8080)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0243,"Security Groups - Unrestricted Specific Ports - LDAP SSL (TCP,636)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0244,"Security Groups - Unrestricted Specific Ports - MSSQL Admin (TCP,1434)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0245,"Security Groups - Unrestricted Specific Ports - MSSQL Browser Service (UDP,1434)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0246,"Security Groups - Unrestricted Specific Ports - MSSQL Debugger (TCP,135)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0247,"Security Groups - Unrestricted Specific Ports - MSSQL Server (TCP,1433)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0248,"Security Groups - Unrestricted Specific Ports - Memcached SSL (TCP,11214)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0249,"Security Groups - Unrestricted Specific Ports - Memcached SSL (TCP,11215)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0250,"Security Groups - Unrestricted Specific Ports - Memcached SSL (UDP,11214)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0251,"Security Groups - Unrestricted Specific Ports - Memcached SSL (UDP,11215)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0252,"Security Groups - Unrestricted Specific Ports - Mongo Web Portal (TCP,27018)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0253,"Security Groups - Unrestricted Specific Ports - MySQL (TCP,3306)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0254,"Security Groups - Unrestricted Specific Ports - NetBIOS Name Service (TCP,137)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0255,"Security Groups - Unrestricted Specific Ports - NetBIOS Name Service (UDP,137)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0256,"Security Groups - Unrestricted Specific Ports - NetBIOS Datagram Service (TCP,138)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0257,"Security Groups - Unrestricted Specific Ports - NetBIOS Datagram Service (UDP,138)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0258,"Security Groups - Unrestricted Specific Ports - NetBIOS Session Service (TCP,139)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0259,"Security Groups - Unrestricted Specific Ports - NetBIOS Session Service (UDP,139)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0260,"Security Groups - Unrestricted Specific Ports - Oracle DB SSL (TCP,2484)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0261,"Security Groups - Unrestricted Specific Ports - Oracle DB SSL (UDP,2484)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0262,"Security Groups - Unrestricted Specific Ports - Postgres SQL (TCP,5432)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0263,"Security Groups - Unrestricted Specific Ports - Postgres SQL (UDP,5432)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0264,"Security Groups - Unrestricted Specific Ports - Prevalent known internal port (TCP,3000)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0265,"Security Groups - Unrestricted Specific Ports - Puppet Master (TCP,8140)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0266,"Security Groups - Unrestricted Specific Ports - SNMP (UDP,161)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0267,"Security Groups - Unrestricted Specific Ports - SQL Server Analysis Service browser (TCP,2382)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0268,"Security Groups - Unrestricted Specific Ports - SQL Server Analysis Services (TCP,2383)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0269,"Security Groups - Unrestricted Specific Ports - SaltStack Master (TCP,4505)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0270,"Security Groups - Unrestricted Specific Ports - Oracle Database Server (TCP,1521)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0271,"Security Groups - Unrestricted Specific Ports - Telnet (TCP,23)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0272,"Security Groups - Unrestricted Specific Ports - SMTP (TCP,25)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0273,"Security Groups - Unrestricted Specific Ports - CIFS for file/printer (TCP,445)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0274,"Security Groups - Unrestricted Specific Ports - MongoDB (TCP,27017)",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0275,"Ensure no security groups is wide open to public, that is, allows traffic from 0.0.0.0/0 to ALL ports and protocols",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0276,Ensure Unknown Port is not exposed to the entire internet,NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0277,"Ensure SaltStack Master (TCP,4505) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0278,"Ensure SaltStack Master (TCP,4506) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0279,"Ensure CIFS / SMB (TCP,3020) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0280,"Ensure Cassandra OpsCenter agent port (TCP,61621) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0281,"Ensure Cassandra (TCP,7001) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0282,"Ensure Hadoop Name Node (TCP,9000) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0283,"Ensure Known internal web port (TCP,8000) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0284,"Ensure Known internal web port (TCP,8080) is not accessible by a CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0285,"Ensure LDAP SSL (TCP,636) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0286,"Ensure MSSQL Admin (TCP,1434) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0287,"Ensure MSSQL Browser Service (UDP,1434) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0288,"Ensure MSSQL Debugger (TCP,135) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0289,"Ensure MSSQL Server (TCP,1433) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0290,"Ensure Memcached SSL (TCP,11214) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0291,"Ensure Memcached SSL (TCP,11215) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0292,"Ensure Memcached SSL (UDP,11214) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0293,"Ensure Memcached SSL (UDP,11215) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0294,"Ensure Mongo Web Portal (TCP,27018) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0295,"Ensure MySQL (TCP,3306) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0296,"Ensure NetBIOS Name Service (TCP,137) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0297,"Ensure NetBIOS Name Service (UDP,137) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0298,"Ensure NetBios Datagram Service (TCP,138) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0299,"Ensure NetBios Datagram Service (UDP,138) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0300,"Ensure NetBios Session Service (TCP,139) is not accessible by a CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0301,"Ensure NetBios Session Service (UDP,139) is not accessible by a CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0302,"Ensure Oracle DB SSL (TCP,2484) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0303,"Ensure Oracle DB SSL (UDP,2484) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0304,"Ensure Postgres SQL (TCP,5432) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0305,"Ensure Postgres SQL (UDP,5432) is not accessible by a CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0306,"Ensure Prevalent known internal port (TCP,3000) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0307,Ensure Puppet Master (TCP:8140) is not accessible by a public CIDR block range,NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0308,"Ensure SNMP (UDP,161) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0309,"Ensure SQL Server Analysis Service browser (TCP,2382) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0310,"Ensure SQL Server Analysis Services (TCP,2383) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0311,"Ensure SaltStack Master (TCP,4505) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0312,"Ensure Oracle Database Server (TCP,1521) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0313,"Ensure Telnet (TCP,23) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0314,"Ensure SMTP (TCP,25) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0315,"Ensure CIFS for file/printer (TCP,445) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0316,"Ensure MongoDB (TCP,27017) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0317,"Ensure Elasticsearch (TCP,9200) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0318,"Ensure Elasticsearch (TCP,9300) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,High,NaN,NaN
Terrascan,AC_AWS_0319,"Ensure SSH (TCP,22) is not accessible by a public CIDR block range",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0320,"Ensure Security Groups Unrestricted Specific Ports SSH (TCP,22) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0321,"Ensure Security Groups Unrestricted Specific Ports http (TCP,80) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0322,"Ensure Security Groups Unrestricted Specific Ports https (TCP,443) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0323,"Ensure Security Groups Unrestricted Specific Ports remote desktop port (TCP,3389) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0324,"Ensure Security Groups Unrestricted Specific Ports Elasticsearch (TCP,9200) is not exposed to  private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0325,"Ensure Security Groups Unrestricted Specific Ports SaltStackMaster (TCP,4506) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0326,"Ensure Security Groups Unrestricted Specific Ports CassandraOpsCenteragent (TCP,61621) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0327,"Ensure Security Groups Unrestricted Specific Ports Knowninternalwebport (TCP,8080) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0328,"Ensure Security Groups Unrestricted Specific Ports MSSQLAdmin (TCP,1434) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0329,"Ensure Security Groups Unrestricted Specific Ports MSSQLBrowserService (UDP,1434) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0330,"Ensure Security Groups Unrestricted Specific Ports MSSQLDebugger (TCP,135) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0331,"Ensure Security Groups Unrestricted Specific Ports MSSQLServer (TCP,1433) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0332,"Ensure Security Groups Unrestricted Specific Ports MemcachedSSL (TCP,11214) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0333,"Ensure Security Groups Unrestricted Specific Ports MemcachedSSL (TCP,11215) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0334,"Ensure Security Groups Unrestricted Specific Ports MemcachedSSL (UDP,11214) is not exposed to  private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0335,"Ensure Security Groups Unrestricted Specific Ports MemcachedSSL (UDP,11215) is not exposed to  private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0336,"Ensure Security Groups Unrestricted Specific Ports MySQL (TCP,3306) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0337,"Ensure CIFS/SMB' (TCP,3020) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0338,"Ensure Cassandra' (TCP,7001) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0339,"Ensure HadoopNameNode' (TCP,9000) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0340,"Ensure Knowninternalwebport' (TCP,8000) not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0341,"Ensure LDAPSSL' (TCP,636) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0342,"Ensure MongoWebPortal' (TCP,27018) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0343,"Ensure NetBIOSNameService' (TCP,137) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0344,"Ensure NetBIOSNameService' (UDP,137) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0345,"Ensure NetBIOSNameService' (UDP,137) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0346,"Ensure NetBIOSDatagramService' (UDP,138) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0347,"Ensure NetBIOSSessionService' (TCP,139) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0348,"Ensure NetBIOSSessionService' (UDP,139) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0349,"Ensure OracleDBSSL' (TCP,2484) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0350,"Ensure OracleDBSSL' (UDP,2484) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0351,"Ensure PostgresSQL' (TCP,5432) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0352,"Ensure PostgresSQL' (UDP,5432) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0353,"Ensure Prevalentknowninternalport' (TCP,3000) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0354,"Ensure PuppetMaster' (TCP,8140) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0355,"Ensure SNMP' (UDP,161) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0356,"Ensure SQLServerAnalysisServicebrowser' (TCP,2382) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0357,"Ensure SQLServerAnalysisServices' (TCP,2383) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0358,"Ensure OracleDatabaseServer' (TCP,521) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0359,"Ensure Telnet' (TCP,23) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0360,"Ensure SMTP' (TCP,25) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0361,"Ensure CIFSforfile/printer' (TCP,445) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0362,"Ensure MongoDB' (TCP,27017) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0363,"Ensure Elasticsearch' (TCP,9300) is not exposed to private hosts more than 32",NaN,Terraform,Infrastructure Security,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0502,Ensure SNS topic is Encrypted using KMS master key,NaN,Terraform,Data Protection,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0385,Ensure SNS Topic is Publicly Accessible For Subscription,NaN,Terraform,Compliance Validation,AWS,High,NaN,NaN
Terrascan,AC_AWS_0365,Identify any publicly accessible SQS queues available in your AWS account and update their permissions in order to protect against unauthorized users.,NaN,Terraform,Security Best Practices,AWS,High,NaN,NaN
Terrascan,AC_AWS_0366,"Ensure that your Amazon Simple Queue Service (SQS) queues are protecting the contents of their messages using Server-Side Encryption (SSE). The SQS service uses an AWS KMS Customer Master Key (CMK) to generate data keys required for the encryption/decryption process of SQS messages. There is no additional charge for using SQS Server-Side Encryption, however, there is a charge for using AWS KMS",NaN,Terraform,Security Best Practices,AWS,High,NaN,NaN
Terrascan,AC_AWS_0369,Ensure VPC flow logging is enabled in all VPCs,NaN,Terraform,Logging and Monitoring,AWS,Low,NaN,NaN
Terrascan,AC_AWS_0370,Avoid creating resources in default VPC,NaN,Terraform,Security Best Practices,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0503,Ensure root volume for Workspaces is Encrypted,NaN,Terraform,Data Protection,AWS,Medium,NaN,NaN
Terrascan,AC_AWS_0504,Ensure user volume for Workspaces is Encrypted,NaN,Terraform,Data Protection,AWS,Medium,NaN,NaN
Terrascan,AC_AZURE_0189,Ensure Azure Application Gateway Web application firewall (WAF) is enabled,NaN,Terraform,Infrastructure Security,Azure,Medium,NaN,NaN
Terrascan,AC_AZURE_0185,Ensure Container Registry has locks,NaN,Terraform,Resilience,Azure,High,NaN,NaN
Terrascan,AC_AZURE_0186,Ensure that admin user is disabled for Container Registry,NaN,Terraform,Identity and Access Management,Azure,Medium,NaN,NaN
Terrascan,AC_AZURE_0277,Ensure that Cosmos DB Account has an associated tag,NaN,Terraform,Compliance Validation,Azure,Medium,NaN,NaN
Terrascan,AC_AZURE_0184,Ensure to filter source Ips for Cosmos DB Account,NaN,Terraform,Infrastructure Security,Azure,High,NaN,NaN
Terrascan,AC_AZURE_0170,"Ensure the key vault is recoverable - enable ""Soft Delete"" setting for a Key Vault",NaN,Terraform,Data Protection,Azure,Medium,NaN,NaN
Terrascan,AC_AZURE_0169,Ensure that logging for Azure KeyVault is 'Enabled',NaN,Terraform,Logging and Monitoring,Azure,High,NaN,NaN
Terrascan,AC_AZURE_0164,Ensure that the expiration date is set on all keys,NaN,Terraform,Data Protection,Azure,High,NaN,NaN
Terrascan,AC_AZURE_0163,Ensure that all secrets have an expiration date set which must expire within 2 years,NaN,Terraform,Data Protection,Azure,High,NaN,NaN
Terrascan,AC_AZURE_0158,Ensure AKS cluster has Network Policy configured.,NaN,Terraform,Infrastructure Security,Azure,Medium,NaN,NaN
Terrascan,AC_AZURE_0161,Ensure Kube Dashboard is disabled,NaN,Terraform,Infrastructure Security,Azure,Medium,NaN,NaN
Terrascan,AC_AZURE_0143,Ensure that 'Unattached disks' are encrypted in Azure Managed Disk,NaN,Terraform,Data Protection,Azure,Medium,NaN,NaN
Terrascan,AC_AZURE_0136,Ensure that 'Auditing' Retention is 'greater than 90 days' for MSSQL servers.,NaN,Terraform,Logging and Monitoring,Azure,Medium,NaN,NaN
Terrascan,AC_AZURE_0137,Ensure that 'Auditing' is set to 'On' for MSSQL servers,NaN,Terraform,Logging and Monitoring,Azure,Medium,NaN,NaN
Terrascan,AC_AZURE_0131,Ensure 'Enforce SSL connection' is set to 'ENABLED' for MySQL Database Server.,NaN,Terraform,Infrastructure Security,Azure,High,NaN,NaN
Terrascan,AC_AZURE_0270,Ensure CIFS / SMB (Tcp:3020) is not exposed to entire internet for Azure Network Security Rule,NaN,Terraform,Infrastructure Security,Azure,High,NaN,NaN
Terrascan,AC_AZURE_0271,Ensure CIFS / SMB (Tcp:3020) is not exposed to public for Azure Network Security Rule,NaN,Terraform,Infrastructure Security,Azure,Medium,NaN,NaN
Terrascan,AC_AZURE_0272,Ensure CIFS / SMB (Tcp:3020) is not exposed to private hosts more than 32 for Azure Network Security Rule,NaN,Terraform,Infrastructure Security,Azure,Low,NaN,NaN
Terrascan,AC_AZURE_0273,Ensure Cassandra (Tcp:7001) is not exposed to entire internet for Azure Network Security Rule,NaN,Terraform,Infrastructure Security,Azure,High,NaN,NaN
Terrascan,AC_AZURE_0274,Ensure Cassandra (Tcp:7001) is not exposed to public for Azure Network Security Rule,NaN,Terraform,Infrastructure Security,Azure,Medium,NaN,NaN
Terrascan,AC_AZURE_0275,Ensure Cassandra (Tcp:7001) is not exposed to private hosts more than 32 for Azure Network Security Rule,NaN,Terraform,Infrastructure Security,Azure,Low,NaN,NaN
Terrascan,AC_AZURE_0276,Ensure Cassandra OpsCenter (Tcp:61621) is not exposed to entire internet for Azure Network Security Rule,NaN,Terraform,Infrastructure Security,Azure,High,NaN,NaN
Terrascan,AC_AZURE_0285,Ensure SSH (Tcp:22) is not exposed to entire internet for Azure Network Security Rule,NaN,Terraform,Infrastructure Security,Azure,High,NaN,NaN
